approved_symbol,approved_name,target_id,biotype,association_score,evidence_strength_label,gap_score,conservative_gap_score,gap_rank,gap_category,gap_interpretation_tier,symbol_ambiguity_flag,literature_mentions,literature_documents_mentioned,literature_signal_label,trial_mentions,trial_documents_mentioned,trial_signal_label,dominant_literature_theme,dominant_trial_theme,n_matched_papers,n_matched_trials,why_interesting,key_limitations,suggested_next_steps,evidence_card_path
SNRPD2,small nuclear ribonucleoprotein D2 polypeptide,ENSG00000125743,protein_coding,0.4500670742552721,Lower evidence signal,0.08861,0.110763,189,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"SNRPD2 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\SNRPD2_evidence_card.md
NDUFC1,NADH:ubiquinone oxidoreductase subunit C1,ENSG00000109390,protein_coding,0.449435129524411,Lower evidence signal,0.088141,0.110177,190,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"NDUFC1 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\NDUFC1_evidence_card.md
ECHDC3,enoyl-CoA hydratase domain containing 3,ENSG00000134463,protein_coding,0.4487633650003666,Lower evidence signal,0.087643,0.109553,191,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"ECHDC3 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\ECHDC3_evidence_card.md
WRAP53,WD repeat containing antisense to TP53,ENSG00000141499,protein_coding,0.4486477754083084,Lower evidence signal,0.087557,0.109446,192,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"WRAP53 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\WRAP53_evidence_card.md
TAOK1,TAO kinase 1,ENSG00000160551,protein_coding,0.4483204068100044,Lower evidence signal,0.087314,0.109143,193,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"TAOK1 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\TAOK1_evidence_card.md
NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,ENSG00000167792,protein_coding,0.4478003542604742,Lower evidence signal,0.086928,0.10866,194,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"NDUFV1 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\NDUFV1_evidence_card.md
SMG8,SMG8 nonsense mediated mRNA decay factor,ENSG00000167447,protein_coding,0.4471290290115444,Lower evidence signal,0.08643,0.108037,195,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"SMG8 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\SMG8_evidence_card.md
PILRA,paired immunoglobin like type 2 receptor alpha,ENSG00000085514,protein_coding,0.446425426458706,Lower evidence signal,0.085908,0.107385,196,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"PILRA has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\PILRA_evidence_card.md
IPO7,importin 7,ENSG00000205339,protein_coding,0.4454416451870511,Lower evidence signal,0.085178,0.106472,197,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"IPO7 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\IPO7_evidence_card.md
NRIP1,nuclear receptor interacting protein 1,ENSG00000180530,protein_coding,0.4447686096151935,Lower evidence signal,0.084678,0.105848,198,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"NRIP1 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\NRIP1_evidence_card.md
PTDSS1,phosphatidylserine synthase 1,ENSG00000156471,protein_coding,0.4438498804381088,Lower evidence signal,0.083996,0.104996,199,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"PTDSS1 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\PTDSS1_evidence_card.md
IL34,interleukin 34,ENSG00000157368,protein_coding,0.4419147209240727,Lower evidence signal,0.08256,0.1032,200,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"IL34 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\IL34_evidence_card.md
NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,ENSG00000065518,protein_coding,0.4398199662549898,Lower evidence signal,0.081006,0.101257,201,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"NDUFB4 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\NDUFB4_evidence_card.md
SKP2,S-phase kinase associated protein 2,ENSG00000145604,protein_coding,0.4375669089055466,Lower evidence signal,0.079334,0.099167,202,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"SKP2 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\SKP2_evidence_card.md
RIPK1,receptor interacting serine/threonine kinase 1,ENSG00000137275,protein_coding,0.4374567698195933,Lower evidence signal,0.079252,0.099065,203,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"RIPK1 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\RIPK1_evidence_card.md
ABCA1,ATP binding cassette subfamily A member 1,ENSG00000165029,protein_coding,0.4368866031626134,Lower evidence signal,0.078829,0.098536,204,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"ABCA1 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\ABCA1_evidence_card.md
ABI3,ABI family member 3,ENSG00000108798,protein_coding,0.4368560009612777,Lower evidence signal,0.078806,0.098508,205,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"ABI3 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\ABI3_evidence_card.md
SQLE,squalene epoxidase,ENSG00000104549,protein_coding,0.4367586642314331,Lower evidence signal,0.078734,0.098417,206,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"SQLE has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\SQLE_evidence_card.md
RAP2B,"RAP2B, member of RAS oncogene family",ENSG00000181467,protein_coding,0.4365547280618806,Lower evidence signal,0.078583,0.098228,207,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"RAP2B has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\RAP2B_evidence_card.md
TRAPPC5,trafficking protein particle complex subunit 5,ENSG00000181029,protein_coding,0.4347519295921756,Lower evidence signal,0.077245,0.096556,208,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"TRAPPC5 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\TRAPPC5_evidence_card.md
